symbol,name,big in(%),small in(%),price(%),turnover,big/price
sz002004,华邦颖泰,8.0,4.6,11.68,409.558,0.68
sz000968,煤 气 化,6.6,5.6,9.72,270.579,0.68
sh601390,中国中铁,5.0,0.0,7.45,409.799,0.67
sz002289,宇顺电子,12.7,-4.0,18.88,988.954,0.67
sz002580,圣阳股份,14.5,9.1,21.62,863.303,0.67
sz000089,深圳机场,2.9,10.2,4.43,315.322,0.65
sz002473,圣莱达,12.9,-5.7,19.98,250.154,0.65
sh600460,士兰微,7.4,1.0,11.34,253.411,0.65
sz000758,中色股份,10.2,4.3,15.59,265.284,0.65
sh601599,鹿港科技,9.4,6.5,14.47,204.057,0.65
sh600363,联创光电,6.0,3.3,9.42,454.755,0.64
sz002595,豪迈科技,9.9,-1.1,15.46,309.837,0.64
sh600822,上海物贸,5.5,9.1,8.54,256.069,0.64
sz000762,西藏矿业,7.5,7.5,11.96,272.099,0.63
sh600533,栖霞建设,5.4,6.3,8.59,226.941,0.63
sz002732,燕塘乳业,10.5,5.7,16.86,571.233,0.62
sh600220,江苏阳光,2.7,8.0,4.36,284.858,0.62
sh600470,六国化工,12.7,6.6,20.47,589.445,0.62
sz000785,武汉中商,9.5,-9.8,15.64,214.954,0.61
sz000668,荣丰控股,9.4,24.5,15.4,121.007,0.61
sz002386,天原集团,7.1,8.8,11.78,75.1054,0.6
sz002665,首航节能,9.1,6.5,15.19,319.463,0.6
sz000407,胜利股份,4.3,4.3,7.13,329.71,0.6
sz002404,嘉欣丝绸,11.0,5.2,18.37,505.052,0.6
sh600201,金宇集团,7.9,-9.4,13.12,110.44,0.6
sh600031,三一重工,2.4,-0.4,3.97,220.756,0.6
sh600615,丰华股份,4.9,8.0,8.34,135.343,0.59
sz002748,世龙实业,15.5,4.5,26.48,1472.54,0.59
sh600456,宝钛股份,5.8,2.3,9.9,179.807,0.59
sz002588,史丹利,9.0,1.6,15.15,219.035,0.59
sh601928,凤凰传媒,5.8,-1.4,9.88,127.365,0.59
sh601717,郑煤机,3.7,9.9,6.25,176.277,0.59
sh600311,荣华实业,5.3,2.9,9.25,343.593,0.57
sz000032,深桑达Ａ,6.4,-5.9,11.33,205.015,0.56
sh600664,哈药股份,5.0,-5.0,8.9,168.547,0.56
sh600162,香江控股,6.0,-1.7,10.97,240.076,0.55
sh603019,中科曙光,8.5,4.7,15.37,575.755,0.55
sz000546,金圆股份,7.6,4.5,14.02,576.546,0.54
sh603088,宁波精达,8.7,6.8,16.02,530.771,0.54
sz002279,久其软件,3.7,2.2,6.81,429.459,0.54
sz002726,龙大肉食,7.5,10.2,13.93,469.057,0.54
sz002082,栋梁新材,4.6,-10.2,8.52,282.683,0.54
sz002327,富安娜,4.9,1.0,9.24,189.538,0.53
sz002340,格林美,6.5,5.2,12.36,246.97,0.53
sz002067,景兴纸业,6.4,3.6,12.14,449.494,0.53
sh603199,九华旅游,11.3,7.4,21.78,677.604,0.52
sh600095,哈高科,6.7,4.2,12.84,425.448,0.52
sz000837,秦川机床,6.8,-0.4,13.15,1285.55,0.52
sh600127,金健米业,6.3,4.8,12.03,366.487,0.52
sh600737,中粮屯河,3.8,1.5,7.39,450.843,0.51
sh601890,亚星锚链,6.9,5.5,13.65,249.784,0.51
sh600285,羚锐制药,6.8,6.1,13.28,806.372,0.51
sz002029,七 匹 狼,7.3,-3.2,14.19,323.74,0.51
sz002006,精功科技,8.1,12.7,16.11,232.142,0.5
sh600167,联美控股,4.8,-3.4,9.69,106.386,0.5
sz002138,顺络电子,7.2,8.4,14.37,402.271,0.5
sh600634,中技控股,7.4,2.0,14.86,1621.79,0.5
sz002235,安妮股份,8.2,8.2,16.58,633.833,0.49
sz002450,康得新,7.1,-0.7,14.63,196.303,0.49
sh601616,广电电气,6.5,2.7,13.38,294.022,0.49
sh601607,上海医药,9.6,-2.2,20.09,162.238,0.48
sh600501,航天晨光,4.4,8.1,9.4,221.423,0.47
sh600515,海岛建设,7.0,4.3,14.78,394.857,0.47
sz002689,博林特,4.8,-0.6,10.29,792.173,0.47
sh600966,博汇纸业,4.0,23.7,8.5,169.091,0.47
sz002693,双成药业,3.5,4.0,7.45,1036.94,0.47
sz002678,珠江钢琴,6.0,15.0,12.87,349.987,0.47
sz000056,深国商,6.7,-2.0,14.18,348.336,0.47
sz002190,成飞集成,4.3,13.5,9.39,245.698,0.46
sz002703,浙江世宝,7.8,4.7,17.11,1649.92,0.46
sz002200,云投生态,6.0,5.6,12.92,590.804,0.46
sh600455,博通股份,15.5,8.0,33.52,313.106,0.46
sh600593,大连圣亚,7.5,-6.4,16.43,460.092,0.46
sh600890,中房股份,6.1,7.4,13.32,294.773,0.46
sh600851,海欣股份,6.0,8.9,13.26,287.647,0.45
sz002547,春兴精工,10.9,-16.1,24.36,463.32,0.45
sz002479,富春环保,8.4,9.2,18.48,206.594,0.45
sz002075,沙钢股份,5.6,2.5,12.5,103.309,0.45
sz002337,赛象科技,9.8,7.3,21.95,673.27,0.45
sh600569,安阳钢铁,4.5,10.9,9.91,175.073,0.45
sz002499,科林环保,5.2,5.1,11.74,538.787,0.44
sz002043,兔 宝 宝,6.5,7.4,14.76,280.877,0.44
sz002397,梦洁家纺,8.5,-4.5,19.36,661.781,0.44
sz002511,中顺洁柔,4.1,5.2,9.53,243.933,0.43
sh600029,南方航空,2.3,1.6,5.32,265.819,0.43
sh600549,厦门钨业,5.9,1.8,13.91,109.12,0.42
sh603601,再升科技,7.8,2.5,18.5,1608.1,0.42
sz002073,软控股份,6.0,4.1,14.5,744.811,0.41
sh600422,昆药集团,2.5,3.4,6.12,197.159,0.41
sh600540,新赛股份,4.2,-7.4,10.6,191.967,0.4
sh600379,宝光股份,5.3,-6.3,13.26,218.809,0.4
sz000030,富奥股份,4.3,-12.2,10.71,300.825,0.4
sz002217,合力泰,7.7,-0.5,19.46,439.408,0.4
sh601139,深圳燃气,3.7,8.7,9.6,66.0894,0.39
sz002605,姚记扑克,4.3,-4.9,11.04,310.76,0.39
sz000889,茂业物流,6.0,9.2,15.88,381.984,0.38
sz002713,东易日盛,5.4,0.3,14.38,635.516,0.38
sz002684,猛狮科技,4.1,11.5,10.84,491.172,0.38
sh601012,隆基股份,8.9,2.7,23.35,595.915,0.38
sh601179,中国西电,4.9,0.4,13.4,193.126,0.37
sh600875,东方电气,3.5,0.1,9.84,305.58,0.36
sh600300,维维股份,2.1,0.9,5.82,1158.35,0.36
sh600853,龙建股份,4.4,-3.0,12.15,509.192,0.36
sh600310,桂东电力,4.7,-9.3,13.03,250.179,0.36
sz000603,盛达矿业,5.5,-8.0,15.32,251.443,0.36
sh600770,综艺股份,6.3,1.9,18.05,368.697,0.35
sh603600,永艺股份,5.7,4.5,16.24,4022.07,0.35
sz002292,奥飞动漫,5.0,1.9,14.44,337.853,0.35
sz002356,浩宁达,7.9,7.3,22.96,474.008,0.34
sz002311,海大集团,3.6,-22.5,10.59,47.4595,0.34
sz002532,新界泵业,4.6,18.4,13.47,355.418,0.34
sh600778,友好集团,2.9,3.2,8.86,332.074,0.33
sh600073,上海梅林,4.0,1.8,12.34,262.107,0.32
sz002167,东方锆业,3.8,11.4,11.71,379.822,0.32
sz000788,北大医药,2.3,0.6,7.23,253.902,0.32
sh603306,华懋科技,5.7,0.9,17.59,700.103,0.32
sz002465,海格通信,2.7,2.2,8.85,358.045,0.31
sh600714,金瑞矿业,3.9,3.7,12.62,160.422,0.31
sz002372,伟星新材,1.9,-11.0,6.05,97.7152,0.31
sz002598,山东章鼓,2.9,-2.4,9.27,494.039,0.31
sz002635,安洁科技,5.1,0.6,16.84,382.473,0.3
sz002243,通产丽星,4.0,-2.7,13.44,159.268,0.3
sh600892,宝诚股份,3.5,21.6,11.96,312.601,0.29
sz000693,华泽钴镍,2.8,2.6,9.55,495.562,0.29
sz000929,兰州黄河,2.3,-2.5,7.96,1035.2,0.29
sz000868,安凯客车,4.2,3.7,14.31,419.89,0.29
sz002688,金河生物,4.7,-2.3,16.25,536.03,0.29
sh600713,南京医药,3.7,4.5,12.85,323.169,0.29
sh603333,明星电缆,8.5,12.2,29.25,261.091,0.29
sz002165,红 宝 丽,2.8,-1.7,10.13,263.384,0.28
sz002259,升达林业,4.6,-0.2,16.52,452.915,0.28
sz002724,海洋王,4.0,-2.2,14.27,2233.3,0.28
sh600120,浙江东方,4.2,6.9,14.8,203.747,0.28
sz000547,闽福发Ａ,4.9,2.3,17.56,295.854,0.28
sh600187,国中水务,2.7,3.7,9.51,433.155,0.28
sz000639,西王食品,4.1,16.9,14.71,186.04,0.28
sz000665,湖北广电,4.0,8.0,14.38,427.072,0.28
sz000058,深 赛 格,5.9,5.4,21.8,320.385,0.27
sh600985,雷鸣科化,3.7,-1.4,13.53,136.041,0.27
sz002403,爱仕达,2.7,-13.5,9.88,300.311,0.27
sz000157,中联重科,1.6,3.0,5.92,215.821,0.27
sz002122,天马股份,4.3,4.9,15.83,208.931,0.27
sh600330,天通股份,3.4,1.8,12.68,995.836,0.27
sh601311,骆驼股份,3.5,2.1,13.09,154.692,0.27
sz002240,威华股份,4.3,-4.3,16.46,539.912,0.26
sz002629,仁智油服,6.5,-5.5,24.71,898.868,0.26
sh600531,豫光金铅,3.1,6.2,11.87,225.025,0.26
sz002143,印纪传媒,3.1,3.1,12.48,522.262,0.25
sh600290,华仪电气,3.4,-0.2,13.37,207.986,0.25
sz000026,飞亚达Ａ,3.5,-4.0,13.78,418.6,0.25
sz002751,易尚展示,12.1,304.4,50.04,67.7107,0.24
sh600687,刚泰控股,4.0,-2.6,16.78,510.358,0.24
sh600641,万业企业,1.7,7.8,7.09,157.121,0.24
sz002350,北京科锐,4.4,11.4,18.44,158.779,0.24
sh601996,XD丰林集,2.3,14.3,10.22,243.939,0.23
sh600243,青海华鼎,2.4,-0.9,10.4,424.24,0.23
sz002031,巨轮股份,2.2,11.9,9.51,260.984,0.23
sh603100,川仪股份,5.3,-1.3,22.67,1760.76,0.23
sz002206,海 利 得,2.9,-3.1,12.63,419.806,0.23
sz002225,濮耐股份,2.0,-10.2,8.95,276.154,0.22
sz000025,特  力Ａ,2.5,-1.9,11.42,140.716,0.22
sh600106,重庆路桥,2.6,-4.1,12.06,328.128,0.22
sz002523,天桥起重,5.1,24.5,22.8,532.256,0.22
sz000803,金宇车城,4.6,7.5,21.82,402.373,0.21
sz000619,海螺型材,2.2,-7.1,10.83,198.971,0.2
sh600550,保变电气,2.5,2.0,12.29,137.437,0.2
sh601216,内蒙君正,1.4,0.8,6.88,265.594,0.2
sz002455,百川股份,2.6,15.9,12.87,369.114,0.2
sz000926,福星股份,0.9,-11.4,4.52,416.374,0.2
sz000666,经纬纺机,2.1,5.2,10.43,301.461,0.2
sz002048,宁波华翔,2.4,9.1,11.71,365.192,0.2
sz002168,深圳惠程,2.9,-0.6,15.35,336.888,0.19
sz002537,海立美达,2.0,3.5,11.13,148.459,0.18
sz000511,烯碳新材,1.9,8.1,10.7,389.033,0.18
sz002260,伊 立 浦,2.6,-3.3,14.47,275.859,0.18
sh600210,紫江企业,2.1,3.6,11.72,684.219,0.18
sz002438,江苏神通,2.0,6.4,11.5,476.395,0.17
sz000920,南方汇通,1.7,5.0,9.75,242.318,0.17
sz002406,远东传动,2.5,-3.4,14.78,651.23,0.17
sz002750,龙津药业,3.3,10.7,19.26,1524.64,0.17
sh600606,金丰投资,2.1,2.3,13.2,578.855,0.16
sz002694,顾地科技,2.7,-0.1,17.65,1482.35,0.15
sz002229,鸿博股份,1.3,12.1,8.83,485.091,0.15
sz000415,渤海租赁,1.8,4.9,11.67,120.398,0.15
sz000563,陕国投Ａ,1.4,4.0,9.48,235.474,0.15
sh600115,东方航空,1.1,-0.2,7.82,207.1,0.14
sz002462,嘉事堂,2.5,-2.6,18.16,364.919,0.14
sz002050,三花股份,1.9,2.2,14.02,200.462,0.14
sh600982,宁波热电,1.0,4.5,7.05,256.741,0.14
sh600976,健民集团,1.6,5.0,11.81,302.644,0.14
sz000055,方大集团,1.7,-1.2,12.6,304.204,0.13
sz000027,深圳能源,1.7,-3.6,13.68,250.863,0.12
sz002363,隆基机械,0.4,-2.5,3.39,1014.47,0.12
sz000417,合肥百货,1.2,2.2,9.68,315.781,0.12
sz002493,荣盛石化,2.3,4.6,19.48,84.6579,0.12
sz002427,尤夫股份,1.2,8.1,9.75,147.536,0.12
sz002540,亚太科技,1.3,3.6,11.38,706.23,0.11
sh600496,精工钢构,1.4,-7.2,13.35,261.208,0.1
sh600070,浙江富润,0.8,4.0,7.7,305.897,0.1
sz002619,巨龙管业,1.8,5.0,20.2,257.387,0.09
sz000899,赣能股份,1.3,3.8,14.34,399.43,0.09
sz002045,国光电器,1.2,-3.3,13.29,332.986,0.09
sz000698,沈阳化工,0.7,1.3,7.96,1785.98,0.09
sz002533,金杯电工,1.2,-3.1,13.15,293.32,0.09
sz000919,金陵药业,0.8,-7.3,10.42,488.017,0.08
sh600432,吉恩镍业,0.5,-2.5,6.56,287.171,0.08
sh600287,江苏舜天,1.0,-1.1,12.93,313.466,0.08
sz000925,众合科技,0.9,-1.3,13.0,301.736,0.07
sz002120,新海股份,1.0,-8.7,14.23,430.175,0.07
sh600616,金枫酒业,0.7,16.8,10.51,210.905,0.07
sz000516,国际医学,0.8,1.4,10.77,468.177,0.07
sz002208,合肥城建,1.3,-14.0,17.44,287.253,0.07
sh600327,大东方,1.1,1.7,15.95,296.983,0.07
sh601991,大唐发电,0.4,2.5,6.4,100.4,0.06
sz000599,青岛双星,0.7,-3.0,11.54,409.248,0.06
sz002156,通富微电,1.0,11.9,17.29,180.009,0.06
sz002270,法因数控,0.6,4.7,12.95,2088.23,0.05
sh600566,济川药业,0.6,-10.4,11.76,352.171,0.05
sh600586,金晶科技,0.3,8.1,6.64,507.401,0.05
sh600790,轻纺城,0.5,3.3,11.17,638.945,0.04
sh600526,菲达环保,0.5,1.4,11.12,1258.16,0.04
sz000886,海南高速,0.3,3.7,7.0,217.679,0.04
sh600739,辽宁成大,0.4,0.7,9.57,244.648,0.04
sz002430,杭氧股份,0.3,5.0,11.0,99.7778,0.03
sz002185,华天科技,0.3,-5.0,9.44,247.501,0.03
sh600757,长江传媒,0.3,5.1,11.63,170.355,0.03
sh601388,怡球资源,0.2,5.9,10.65,222.598,0.02
sh600811,东方集团,0.1,2.2,5.37,308.845,0.02
sh600255,鑫科材料,0.4,0.6,16.58,435.808,0.02
sz000037,深南电Ａ,0.1,12.4,15.15,309.935,0.01
